Date,Open,High,Low,Close,Volume
10/18/2013,486.47,505.83,485.18,"1,008.64","2,32,19,400"
10/21/2013,503.84,507.6,497.91,"1,000.55","72,83,700"
10/22/2013,500.62,504.61,496.04,"1,004.24","44,33,700"
10/23/2013,498.63,515.44,498.45,"1,028.59","53,46,300"
10/24/2013,514.01,518.34,510.49,"1,022.74","41,99,700"
10/25/2013,512.49,512.49,503.48,"1,012.42","40,76,100"
10/28/2013,505.7,509.8,504.6,"1,012.22","23,26,000"
10/29/2013,507.65,516.53,504.86,"1,033.40","32,22,000"
10/30/2013,516.78,516.82,511.08,"1,027.60","26,58,000"
10/31/2013,512.54,518.82,510.07,"1,027.76","32,92,200"
11-01-2013,513.97,516.07,510.64,"1,024.23","25,76,100"
11-04-2013,513.82,514.26,509.11,"1,023.30","22,86,000"
11-05-2013,508.27,513.9,506.81,"1,018.72","23,71,500"
11-06-2013,510.89,511.58,505.79,"1,019.95","18,32,600"
11-07-2013,509.4,510.05,501.94,"1,005.19","33,71,700"
11-08-2013,502.49,507.35,502.37,"1,013.25","25,91,100"
11-11-2013,502.87,506.07,502.12,"1,007.82","22,33,500"
11-12-2013,501.97,506.88,500.62,"1,009.01","24,45,200"
11/13/2013,501.5,514.5,501.37,"1,029.64","31,70,500"
11/14/2013,515.03,517.93,513.25,"1,032.40","23,42,100"
11/15/2013,515.5,517.06,513.23,"1,030.73","25,62,100"
11/18/2013,515.94,522.41,512.7,"1,028.73","35,32,500"
11/19/2013,513.93,515.44,509.61,"1,022.39","22,71,600"
11/20/2013,513.05,514.75,508.27,"1,019.51","19,34,500"
11/21/2013,511.58,517.22,511.08,"1,031.24","21,91,700"
11/22/2013,514.78,516.15,512.69,"1,029.06","25,17,700"
11/25/2013,516.64,524.63,515.58,"1,043.07","32,38,000"
11/26/2013,522.34,528.77,519.52,"1,055.51","45,89,600"
11/27/2013,529.03,532.01,528.02,"1,060.20","22,55,500"
11/29/2013,529.1,531.32,527.75,"1,056.69","23,94,400"
12-02-2013,529.77,531.18,523.42,"1,051.59","27,56,600"
12-03-2013,523.51,529.73,522.55,"1,050.38","33,64,700"
12-04-2013,523.72,530,523.04,"1,055.28","23,92,000"
12-05-2013,526.63,527.85,523.58,"1,054.45","22,75,800"
12-06-2013,532.9,533,528.06,"1,066.94","28,68,200"
12-09-2013,533.5,539.13,532.02,"1,075.19","29,76,200"
12-10-2013,536.07,544.12,535.82,"1,081.69","37,21,600"
12-11-2013,541.67,543.62,535.58,"1,074.34","34,36,400"
12-12-2013,537.77,539.45,532.5,"1,067.03","32,04,800"
12/13/2013,535.69,536.14,526.97,"1,057.89","43,40,900"
12/16/2013,530.01,535.34,529.02,"1,070.04","32,16,000"
12/17/2013,534.41,538.36,532.2,"1,066.93","30,82,800"
12/18/2013,533.92,540.45,527.54,"1,081.78","44,37,100"
12/19/2013,538.37,543.96,537.53,"1,083.25","33,43,800"
12/20/2013,542.12,548.53,541.97,"1,097.61","65,47,600"
12/23/2013,551.85,555.82,550.5,"1,112.05","34,56,000"
12/24/2013,555.4,555.54,551.98,"1,108.80","14,73,800"
12/26/2013,554.92,557.41,552.27,"1,114.40","26,85,500"
12/27/2013,557.91,558.05,554.39,"1,115.34","31,51,100"
12/30/2013,558.08,558.16,552.44,"1,106.42","24,81,300"
12/31/2013,554.04,558.41,551.06,"1,117.64","27,25,900"
01-02-2014,555.65,556.79,552.06,"1,110.07","36,56,400"
01-03-2014,555.42,556.38,550.4,"1,101.97","33,45,800"
01-06-2014,554.43,557.34,551.15,"1,114.26","35,51,800"
01-07-2014,560.4,567.72,558.49,"1,135.74","51,24,300"
01-08-2014,570.86,571.52,564.53,"1,138.11","45,01,700"
01-09-2014,569.59,569.97,560.68,"1,127.15","41,84,500"
01-10-2014,567.41,567.41,559.03,"1,127.09","43,02,900"
1/13/2014,561.13,571.31,556.5,"1,119.91","48,55,800"
1/14/2014,566.85,573.35,561.94,"1,146.25","49,83,700"
1/15/2014,574.34,575.34,569.76,"1,145.48","39,15,000"
1/16/2014,572.4,576.8,571.86,"1,153.05","33,80,300"
1/17/2014,576.27,578.15,569.96,"1,147.38","54,22,800"
1/21/2014,578.3,579.83,573.5,"1,160.51","39,74,500"
1/22/2014,581.13,581.76,577.27,"1,161.83","31,54,500"
1/23/2014,577.83,579.07,575.03,"1,156.92","39,12,700"
1/24/2014,573.36,574.62,559.4,"1,120.75","78,14,000"
1/27/2014,560.95,561.15,539.11,"1,098.21","87,39,800"
1/28/2014,553.09,560.77,552.9,"1,119.94","44,36,900"
1/29/2014,557.47,558.78,547.66,"1,103.89","47,77,500"
1/30/2014,570.36,574.09,561.52,"1,132.28","1,02,20,800"
1/31/2014,583.49,591.05,573.42,"1,177.74","1,11,74,200"
02-03-2014,587.4,588.65,563.89,"1,130.33","91,72,400"
02-04-2014,566.87,575.34,566.38,"1,135.04","56,44,800"
02-05-2014,569.56,573.24,561.9,"1,140.07","48,06,800"
02-06-2014,573.42,577.91,571.63,"1,156.78","39,07,600"
02-07-2014,581.63,586.75,578.11,"1,174.22","52,92,000"
02-10-2014,583.71,588.99,582.33,"1,169.72","39,04,800"
02-11-2014,587.88,593.71,583.92,"1,186.92","41,16,900"
02-12-2014,592.28,592.78,588.48,"1,183.44","34,61,800"
2/13/2014,588.17,597.71,587.63,"1,196.61","36,86,400"
2/14/2014,595.57,599.95,594.17,"1,199.51","43,89,700"
2/18/2014,598.46,604.17,597.76,"1,207.56","42,33,500"
2/19/2014,600.4,602.35,596.51,"1,199.05","42,22,900"
2/20/2014,599.32,601.19,597.87,"1,200.81","34,14,300"
2/21/2014,601.65,602.68,599.17,"1,200.49","37,38,500"
2/24/2014,600.43,607.8,600.3,"1,209.19","33,61,100"
2/25/2014,605.7,609.96,602.95,"1,216.66","28,88,100"
2/26/2014,609.71,612.15,604.61,"1,216.83","39,79,100"
2/27/2014,606.92,609.83,606.23,"1,215.87","25,29,400"
2/28/2014,607.89,609.81,600.86,"1,212.32","46,44,500"
03-03-2014,601.12,601.66,593.84,"1,199.40","42,25,300"
03-04-2014,605.23,605.73,602.49,"1,211.58","29,46,300"
03-05-2014,605.26,609.26,603.44,"1,214.92","24,79,700"
03-06-2014,608.86,610.79,607.02,"1,216.27","25,45,600"
03-07-2014,611.11,611.2,603.46,"1,211.46","30,41,500"
03-10-2014,605.58,606.55,599.8,"1,208.25","24,38,200"
03-11-2014,604.62,604.89,596.09,"1,196.70","34,38,800"
03-12-2014,595.97,601.67,589.88,"1,203.99","39,43,200"
3/13/2014,601.72,602.99,590.17,"1,185.80","47,08,600"
3/14/2014,588.79,593.21,584.08,"1,169.59","46,04,900"
3/17/2014,587.42,596.3,586.86,"1,188.84","43,40,300"
3/18/2014,595.1,603.5,594.3,"1,207.94","36,43,500"
3/19/2014,603.64,603.73,594.97,"1,195.97","32,37,800"
3/20/2014,597.73,602.55,595.45,"1,193.88","33,81,900"
3/21/2014,600.9,602.56,589.02,"1,179.80","64,41,000"
3/24/2014,589.88,590.24,570.84,"1,154.76","60,96,800"
3/25/2014,580.82,582.74,571.36,"1,155.55","48,38,400"
3/26/2014,578.84,583.6,563.64,"1,128.87","51,79,200"
3/27/2014,566.44,566.44,551.41,556.93,"13,100"
3/28/2014,559.66,564.88,557.14,558.46,"41,200"
3/31/2014,565.34,565.45,555.41,555.45,"10,800"
04-01-2014,557.18,566.89,557.18,565.61,"7,900"
04-02-2014,598.35,603.17,560.65,565.45,"1,47,100"
04-03-2014,568.29,585.67,562.59,568.18,"50,99,100"
04-04-2014,573.08,576.19,541.51,541.65,"63,69,300"
04-07-2014,539.26,546.98,525.71,536.68,"44,01,600"
04-08-2014,541.11,553.48,540.13,553.38,"31,51,200"
04-09-2014,558.09,563.82,551.44,562.6,"33,30,800"
04-10-2014,563.45,563.45,538.42,539.47,"40,36,800"
04-11-2014,531.09,538.52,525.09,529.15,"39,24,800"
4/14/2014,536.78,542.61,528.11,531.06,"25,75,000"
4/15/2014,535.35,536.98,517.04,534.97,"38,55,000"
4/16/2014,541.51,555.47,538.52,555.02,"48,93,200"
4/17/2014,547.31,548,529.7,534.63,"68,09,500"
4/21/2014,534.63,535.23,524.16,527.17,"25,66,700"
4/22/2014,527.19,535.76,526.07,533.35,"23,65,300"
4/23/2014,532.33,532.41,524.81,525.5,"20,52,300"
4/24/2014,528.62,530.19,520.69,523.72,"18,83,100"
4/25/2014,521.08,523.26,514.01,514.77,"21,00,300"
4/28/2014,515.76,517.18,501.42,515.73,"33,35,500"
4/29/2014,515.48,528.01,514.91,526.26,"26,99,000"
4/30/2014,526.16,526.55,521.09,525.22,"17,51,100"
05-01-2014,525.67,531.47,522.45,529.9,"19,05,500"
05-02-2014,532.3,532.54,524.17,526.48,"16,88,500"
05-05-2014,523.38,527.45,519.89,526.36,"10,24,100"
05-06-2014,523.79,525.37,513.65,513.73,"16,89,000"
05-07-2014,514.38,515.27,501.92,508.56,"32,24,300"
05-08-2014,507.07,515.81,505.06,509.6,"20,21,300"
05-09-2014,509.35,518.48,502.82,517.31,"24,39,400"
05-12-2014,522.08,528.74,517.59,528.47,"19,12,500"
5/13/2014,529.44,534.6,528.06,531.63,"16,53,400"
5/14/2014,531.54,531.54,523.85,525.21,"11,91,700"
5/15/2014,524.26,524.43,516,518.56,"17,04,300"
5/16/2014,519.96,520.37,514.03,519.2,"14,85,200"
5/19/2014,518.28,528.33,516.17,527.41,"12,77,700"
5/20/2014,528.29,534.76,524.86,528.32,"17,84,700"
5/21/2014,531.44,537.71,530.45,537.46,"11,96,200"
5/22/2014,539.65,546.1,539.3,543.57,"16,15,800"
5/23/2014,545.76,552.12,542.21,551.19,"19,32,100"
5/27/2014,554.48,564.45,552.83,564.4,"21,04,100"
5/28/2014,563.02,566.29,559.46,560.14,"16,52,000"
5/29/2014,561.81,562.46,557.18,558.55,"13,54,100"
5/30/2014,559.26,559.81,554.39,558.36,"17,71,100"
06-02-2014,559.16,559.36,544.24,552.41,"14,35,000"
06-03-2014,549.48,550.83,541.06,543.45,"18,66,600"
06-04-2014,540.02,547.11,537.27,543.17,"18,16,400"
06-05-2014,544.9,553.43,542.96,552.38,"16,89,100"
06-06-2014,556.53,556.53,547.43,554.81,"17,36,700"
06-09-2014,555.62,561.36,554.52,560.58,"14,67,500"
06-10-2014,558.98,562.06,556.37,559.02,"13,51,700"
06-11-2014,556.47,558.35,553.5,557.31,"11,00,100"
06-12-2014,555.77,556.46,546.96,549.84,"14,58,400"
6/13/2014,550.75,550.79,544.07,550.25,"12,20,500"
6/16/2014,547.76,548.12,540.04,542.79,"17,02,500"
6/17/2014,542.71,543.83,537.85,541.52,"14,44,500"
6/18/2014,543.37,552.04,542.51,551.85,"17,41,700"
6/19/2014,552.72,553.48,547.01,553.38,"24,56,800"
6/20/2014,555.33,556.05,548.89,554.84,"45,08,300"
6/23/2014,553.63,563.45,552.73,563.4,"15,36,800"
6/24/2014,563.64,571.08,559.47,563.07,"22,07,100"
6/25/2014,563.71,578.37,563.67,577.07,"19,69,300"
6/26/2014,579.41,580.86,570.28,574.42,"17,41,900"
6/27/2014,575.6,578.28,572.23,575.66,"22,36,900"
6/30/2014,577.08,577.98,573.18,573.7,"13,13,700"
07-01-2014,576.74,582.8,575.07,581.07,"14,47,900"
07-02-2014,581.75,583.84,578.8,580.74,"10,56,300"
07-03-2014,581.75,583.41,579.33,583.13,"7,14,100"
07-07-2014,582.16,584.82,578,580.66,"10,64,600"
07-08-2014,576.08,577.94,564.58,569.53,"19,09,500"
07-09-2014,570.02,575.14,567.82,574.5,"11,16,700"
07-10-2014,564.36,575.01,563.46,569.54,"13,56,700"
07-11-2014,570.34,579.26,569.86,577.59,"16,21,700"
7/14/2014,581,583.61,576.45,583.27,"18,54,000"
7/15/2014,584.14,584.2,574.98,583.18,"16,23,000"
7/16/2014,586.39,586.79,580.61,581.06,"13,97,100"
7/17/2014,577.94,579.4,567.05,572.16,"30,16,500"
7/18/2014,591.38,595.17,580.41,593.45,"40,14,100"
7/21/2014,590.13,592.77,583.63,587.86,"20,62,100"
7/22/2014,589.1,598.01,588.98,593.11,"16,99,100"
7/23/2014,591.61,596.21,590.88,594.35,"12,33,100"
7/24/2014,594.82,597.86,590.15,591.73,"10,35,100"
7/25/2014,588.78,590.24,585.42,587.41,"9,32,400"
7/28/2014,586.46,590.88,583.15,588.98,"9,86,800"
7/29/2014,587.14,588.09,581.92,584.01,"13,49,800"
7/30/2014,584.94,587.89,582.4,585.81,"10,16,400"
7/31/2014,579.01,582.05,568.44,570.03,"21,02,700"
08-01-2014,568.84,574.38,561.31,564.52,"19,55,200"
08-04-2014,567.48,573.77,562.56,571.58,"14,27,300"
08-05-2014,568.49,570.41,561.07,563.52,"15,51,200"
08-06-2014,560.24,569.14,558.47,564.82,"13,34,300"
08-07-2014,566.44,568.33,559.56,561.82,"11,10,900"
08-08-2014,562.02,568.69,558.82,567.21,"14,94,700"
08-11-2014,568.43,568.93,564.45,566.33,"12,14,700"
08-12-2014,562.97,564.35,559.34,561.19,"15,42,000"
8/13/2014,565.76,573.43,564.2,573.21,"14,39,200"
8/14/2014,574.6,576.32,569.32,573.08,"9,85,400"
8/15/2014,576.28,577.79,568.96,571.91,"15,19,100"
8/18/2014,574.53,582.91,574.42,580.57,"12,84,100"
8/19/2014,583.4,585.73,582.4,585.25,"9,78,600"
8/20/2014,584.28,585.09,580.97,582.89,"10,36,700"
8/21/2014,582.22,582.9,579.55,581.77,"9,14,800"
8/22/2014,581.99,583.63,579.05,580.96,"7,89,000"
8/25/2014,583.12,583.4,577.41,578.61,"13,61,400"
8/26/2014,579.67,580.21,575,576.28,"16,39,600"
8/27/2014,575.69,576.91,568.54,569.44,"17,03,300"
8/28/2014,568,571.68,565.55,567.64,"12,92,900"
8/29/2014,569.77,570.47,565.52,570.03,"10,83,700"
09-02-2014,570.28,576.25,569.63,575.75,"15,78,400"
09-03-2014,578.41,581.39,573.43,576.36,"12,15,100"
09-04-2014,578.41,584.4,577.63,580.39,"14,58,100"
09-05-2014,582.38,584.94,580.36,584.48,"16,32,300"
09-08-2014,584.99,590.15,584.69,588.11,"14,31,000"
09-09-2014,587.29,587.39,578.41,579.42,"12,87,200"
09-10-2014,579.91,581.9,575.36,581.5,"9,77,300"
09-11-2014,578.77,580.22,574.68,579.76,"12,21,000"
09-12-2014,579.41,580.05,572.89,574.04,"16,01,600"
9/15/2014,571.37,573.38,566.65,571.53,"15,97,500"
9/16/2014,571.19,579.91,571.09,578.36,"14,80,300"
9/17/2014,578.42,585.91,577.19,583.17,"16,92,800"
9/18/2014,585.39,587.93,583.4,587.66,"14,44,500"
9/19/2014,589.88,594.85,587.89,594.45,"37,36,600"
9/22/2014,592.19,592.32,581.86,585.76,"16,89,500"
9/23/2014,585.24,585.24,579.41,579.54,"14,71,400"
9/24/2014,579.87,588.02,578.93,586.38,"17,28,100"
9/25/2014,585.94,586.37,572.61,573.49,"19,25,900"
9/26/2014,574.48,577.66,573.09,575.52,"14,43,600"
9/29/2014,570.18,576.61,569.61,574.78,"12,82,400"
9/30/2014,575.35,578.26,571.28,575.78,"16,21,700"
10-01-2014,574.43,576,565.46,566.71,"14,45,400"
10-02-2014,565.76,570.34,561.78,568.52,"11,78,400"
10-03-2014,571.48,575.64,570.93,573.7,"11,41,700"
10-06-2014,577.22,579.41,572.87,575.77,"12,14,600"
10-07-2014,572.83,573.69,562.2,562.2,"19,11,300"
10-08-2014,564.02,572.31,555.96,570.93,"19,90,800"
10-09-2014,569.62,569.93,557.53,559.34,"25,24,800"
10-10-2014,556.19,563.58,542.56,543,"30,81,900"
10/13/2014,543.5,548,531.64,531.75,"25,81,600"
10/14/2014,537.42,545.69,531.71,536.47,"22,22,500"
10/15/2014,529.56,531.34,516.88,528.58,"37,19,300"
10/16/2014,517.58,527.98,513.59,523.07,"37,08,500"
10/17/2014,525.81,529.53,507.14,509.77,"55,39,300"
10/20/2014,508.06,520.33,506.71,519.41,"26,07,500"
10/21/2014,523.75,525.35,517.69,525.1,"23,36,200"
10/22/2014,528.44,538.32,527.35,531.25,"29,19,200"
10/23/2014,537.84,545.72,534.38,542.49,"23,48,800"
10/24/2014,542.87,543.39,534.32,538.3,"19,73,100"
10/27/2014,535.56,542.92,535.56,539.29,"11,85,300"
10/28/2014,541.51,547.48,540.14,547.4,"12,70,900"
10/29/2014,548.49,552.67,545.48,547.83,"17,70,500"
10/30/2014,547.45,551.29,542.02,548.8,"14,55,600"
10/31/2014,557.82,558.04,553.23,557.55,"20,35,000"
11-03-2014,553.98,556.37,551.72,553.7,"13,82,200"
11-04-2014,551.49,553.98,547.8,552.59,"12,44,200"
11-05-2014,555.28,555.28,542.56,544.43,"20,32,200"
11-06-2014,544.01,545.39,539.49,540.56,"13,33,200"
11-07-2014,544.71,544.71,537.2,539.53,"16,33,700"
11-10-2014,539.98,548.09,539.54,545.99,"11,34,600"
11-11-2014,546.99,550.43,544.8,548.78,"9,65,500"
11-12-2014,548.88,548.95,543.68,545.81,"11,29,600"
11/13/2014,548.29,548.29,541.99,543.89,"13,39,300"
11/14/2014,545.18,545.18,540.67,542.91,"12,89,500"
11/17/2014,542.09,542.3,532.6,535.04,"17,26,000"
11/18/2014,536.03,540.46,532.71,533.57,"19,62,600"
11/19/2014,533.54,536.77,528.63,535.52,"13,92,200"
11/20/2014,529.8,533.64,529.63,533.37,"15,63,300"
11/21/2014,540.13,540.66,535.09,536.03,"22,24,200"
11/24/2014,536.18,541.21,534.15,537.79,"17,06,300"
11/25/2014,537.52,542.49,537.13,539.6,"17,89,900"
11/26/2014,539.4,540.07,535.57,538.89,"15,22,900"
11/28/2014,539.14,540.52,535.13,540.35,"11,48,300"
12-01-2014,537.42,539.93,530.4,532.34,"21,15,300"
12-02-2014,532.05,534.03,528.35,532.29,"15,26,600"
12-03-2014,529.98,534.53,527.81,529.87,"12,77,900"
12-04-2014,529.71,535.87,527.14,535.84,"13,92,100"
12-05-2014,529.55,531.43,522.84,523.82,"25,65,600"
12-08-2014,525.69,529.55,522.36,525.54,"23,29,300"
12-09-2014,520.71,532.73,519.07,531.91,"18,71,300"
12-10-2014,531.62,534.86,524.12,524.62,"17,12,200"
12-11-2014,526.35,532.46,525.66,526.89,"16,10,800"
12-12-2014,522.08,527.05,517.24,517.24,"19,94,500"
12/15/2014,521.31,521.67,511.86,512.39,"28,13,400"
12/16/2014,510.16,511.65,487.66,494.03,"39,64,200"
12/17/2014,495.64,505.61,495.45,503.51,"28,83,100"
12/18/2014,511.55,512.46,503.32,509.7,"29,26,700"
12/19/2014,510.11,516.3,505.52,514.94,"36,90,200"
12/22/2014,514.67,525.02,514.67,523.43,"27,23,700"
12/23/2014,525.56,533.1,524.85,529.14,"21,97,600"
12/24/2014,529.06,530.3,525.58,527.32,"7,05,900"
12/26/2014,527.32,532.79,525.87,532.57,"10,40,500"
12/29/2014,530.73,534.01,528.56,528.88,"22,78,500"
12/30/2014,526.64,529.7,525.69,528.97,"8,76,200"
12/31/2014,529.8,531.14,524.36,524.96,"13,68,200"
01-02-2015,527.56,529.82,522.67,523.37,"14,47,500"
01-05-2015,521.83,522.89,511.66,512.46,"20,59,800"
01-06-2015,513.59,514.76,499.68,500.59,"28,99,900"
01-07-2015,505.61,505.86,498.28,499.73,"20,65,000"
01-08-2015,496.63,502.1,489.66,501.3,"33,53,500"
01-09-2015,503.38,503.54,493.44,494.81,"20,71,300"
01-12-2015,493.58,494.62,486.23,491.2,"23,26,700"
1/13/2015,497.47,501.6,491.04,494.82,"23,70,400"
1/14/2015,493.3,501.85,491.65,499.5,"22,15,500"
1/15/2015,504.19,504.3,496.4,500.42,"27,15,800"
1/16/2015,498.64,506.8,498.63,506.69,"22,98,200"
1/20/2015,509.6,511.1,504.63,505.51,"22,32,000"
1/21/2015,505.86,517.86,504.81,516.62,"22,68,700"
1/22/2015,520.05,534.86,518.28,532.93,"26,76,900"
1/23/2015,534.12,540.69,531.54,538.47,"22,81,700"
1/26/2015,537.06,537.52,528.22,533.74,"15,43,700"
1/27/2015,528.52,529.25,516.77,517.21,"19,04,000"
1/28/2015,521.35,521.56,508.6,508.6,"16,83,800"
1/29/2015,509.6,509.69,499.83,509.26,"41,86,300"
1/30/2015,514.45,538.39,514.11,533.06,"56,06,300"
02-02-2015,530.27,531.54,517.13,527.03,"28,49,800"
02-03-2015,526.55,531.94,521.83,527.79,"20,38,600"
02-04-2015,527.79,531.21,519.84,521.33,"16,63,600"
02-05-2015,522.36,527.05,520.66,526.14,"18,49,700"
02-06-2015,526.2,535.73,524.97,529.55,"17,63,500"
02-09-2015,526.55,530.54,524.58,526.38,"12,67,700"
02-10-2015,527.85,536.23,525.48,535.47,"17,49,800"
02-11-2015,533.83,536.98,531.92,534.5,"13,77,700"
02-12-2015,535.78,543.33,533.21,541.44,"16,20,200"
2/13/2015,541.86,548.4,541.64,547.51,"19,00,300"
2/17/2015,545.33,548.49,539.61,541.35,"16,16,800"
2/18/2015,539.92,544,536.04,538.22,"14,53,000"
2/19/2015,536.57,541.62,536.54,541.38,"9,89,100"
2/20/2015,541.64,542.26,534.33,537.47,"14,44,300"
2/23/2015,534.58,534.97,527.96,530.45,"14,57,800"
2/24/2015,528.55,535.32,526.8,534.62,"10,05,000"
2/25/2015,534.43,544.72,533.98,542.38,"18,25,900"
2/26/2015,541.72,554.62,540.02,553.96,"23,11,500"
2/27/2015,552.72,563.16,551.39,556.87,"24,10,100"
03-02-2015,559,570.58,557.22,569.78,"21,29,600"
03-03-2015,568.89,573.81,564.97,572.07,"17,04,700"
03-04-2015,570.3,575.53,566.45,571.8,"18,76,800"
03-05-2015,573.45,576.33,571.84,573.75,"13,89,600"
03-06-2015,573.31,575.1,565.21,566.13,"16,59,100"
03-09-2015,565.31,568.71,561.99,567.29,"10,62,100"
03-10-2015,562.71,563.3,553.21,553.49,"17,92,300"
03-11-2015,553.62,556.61,549.17,549.67,"18,20,700"
03-12-2015,551.99,554.85,548.95,553.99,"13,89,600"
3/13/2015,551.98,556.87,542.73,545.82,"17,03,500"
3/16/2015,549.44,555.33,544.51,552.99,"16,40,900"
3/17/2015,550.2,552.28,546.5,549.33,"18,05,500"
3/18/2015,550.99,558.25,545.5,557.97,"21,34,500"
3/19/2015,557.86,559.26,554.62,556.46,"11,97,200"
3/20/2015,560.11,560.18,557.52,558.83,"26,16,800"
3/23/2015,558.9,560.82,554.31,557.28,"16,43,800"
3/24/2015,561.02,573.02,559.67,568.63,"25,83,200"
3/25/2015,568.94,570.69,557.21,557.26,"21,52,200"
3/26/2015,556.06,557.37,549.14,553.65,"15,72,600"
3/27/2015,551.49,553.76,546.63,546.84,"18,97,400"
3/30/2015,550.11,551.95,546.67,550.52,"12,87,500"
3/31/2015,548.49,553.19,545.22,546.5,"15,88,000"
04-01-2015,547.1,549.63,538.02,541.07,"19,63,000"
04-02-2015,539.37,539.37,532.39,534.06,"17,16,300"
04-06-2015,530.76,536.94,528.12,535.3,"13,24,400"
04-07-2015,536.61,541.2,534.53,535.55,"13,02,800"
04-08-2015,536.91,542.36,536.91,540.13,"11,78,500"
04-09-2015,539.55,540.47,534.02,539.3,"15,57,800"
04-10-2015,540.81,540.81,535.84,538.53,"14,09,400"
4/13/2015,536.94,542.57,535.84,537.69,"16,45,300"
4/14/2015,534.78,536.1,526.65,528.94,"26,04,100"
4/15/2015,527.25,533.27,521.79,531.07,"23,18,800"
4/16/2015,528.45,534.12,528.16,532.34,"12,99,800"
4/17/2015,527.21,528.39,519.58,522.62,"21,51,800"
4/20/2015,524.16,534.62,523.06,533.91,"16,79,200"
4/21/2015,536.04,537.91,532.21,532.51,"18,44,700"
4/22/2015,532.94,539.6,530.29,537.89,"15,93,500"
4/23/2015,539.52,549.45,538.75,545.5,"41,84,800"
4/24/2015,564.55,569.58,555.72,563.51,"49,32,500"
4/27/2015,563.39,565.95,553.2,555.37,"23,98,000"
4/28/2015,554.64,556.02,550.37,553.68,"14,91,000"
4/29/2015,550.47,553.68,546.91,549.08,"16,98,800"
4/30/2015,547.87,548.59,535.05,537.34,"20,82,200"
05-01-2015,538.43,539.54,532.1,537.9,"17,68,200"
05-04-2015,538.53,544.07,535.06,540.78,"13,08,000"
05-05-2015,538.21,539.74,530.39,530.8,"13,83,100"
05-06-2015,531.24,532.38,521.09,524.22,"15,67,000"
05-07-2015,523.99,533.46,521.75,530.7,"15,46,300"
05-08-2015,536.65,541.15,525,538.22,"15,27,600"
05-11-2015,538.37,541.98,535.4,535.7,"9,05,300"
05-12-2015,531.6,533.21,525.26,529.04,"16,34,200"
5/13/2015,530.56,534.32,528.66,529.62,"12,52,300"
5/14/2015,533.77,539,532.41,538.4,"14,03,900"
5/15/2015,539.18,539.27,530.38,533.85,"19,71,300"
5/18/2015,532.01,534.82,528.85,532.3,"20,03,400"
5/19/2015,533.98,540.66,533.04,537.36,"19,66,900"
5/20/2015,538.49,542.92,532.97,539.27,"14,30,800"
5/21/2015,537.95,543.84,535.98,542.51,"14,62,700"
5/22/2015,540.15,544.19,539.51,540.11,"11,76,200"
5/26/2015,538.12,539,529.88,532.32,"24,06,500"
5/27/2015,532.8,540.55,531.71,539.79,"15,25,000"
5/28/2015,538.01,540.61,536.25,539.78,"10,29,800"
5/29/2015,537.37,538.63,531.45,532.11,"25,97,400"
06-01-2015,536.79,536.79,529.76,533.99,"19,04,300"
06-02-2015,532.93,543,531.33,539.18,"19,39,000"
06-03-2015,539.91,543.5,537.11,540.31,"17,14,500"
06-04-2015,537.76,540.59,534.32,536.7,"13,48,300"
06-05-2015,536.35,537.2,532.52,533.33,"13,88,200"
06-08-2015,533.31,534.12,526.24,526.83,"15,20,600"
06-09-2015,527.56,529.2,523.01,526.69,"14,55,300"
06-10-2015,529.36,538.36,529.35,536.69,"18,15,000"
06-11-2015,538.42,538.98,533.02,534.61,"12,17,500"
06-12-2015,531.6,533.12,530.16,532.33,"9,55,800"
6/15/2015,528,528.3,524,527.2,"16,32,700"
6/16/2015,528.4,529.64,525.56,528.15,"10,71,800"
6/17/2015,529.37,530.98,525.1,529.26,"12,94,200"
6/18/2015,531,538.15,530.79,536.73,"18,33,100"
6/19/2015,537.21,538.25,533.01,536.69,"18,93,500"
6/22/2015,539.59,543.74,537.53,538.19,"12,50,300"
6/23/2015,539.64,541.5,535.25,540.48,"11,97,500"
6/24/2015,540,540,535.66,537.84,"12,86,600"
6/25/2015,538.87,540.9,535.23,535.23,"13,35,700"
6/26/2015,537.26,537.76,531.35,531.69,"21,09,100"
6/29/2015,525.01,528.61,520.54,521.52,"19,37,800"
6/30/2015,526.02,526.25,520.5,520.51,"22,17,200"
07-01-2015,524.73,525.69,518.23,521.84,"19,61,000"
07-02-2015,521.08,524.65,521.08,523.4,"12,35,900"
07-06-2015,519.5,525.25,519,522.86,"12,80,500"
07-07-2015,523.13,526.18,515.18,525.02,"15,97,200"
07-08-2015,521.05,522.73,516.11,516.83,"12,96,700"
07-09-2015,523.12,523.77,520.35,520.68,"18,39,400"
07-10-2015,526.29,532.56,525.55,530.13,"19,56,700"
7/13/2015,532.88,547.11,532.4,546.55,"22,06,500"
7/14/2015,546.76,565.85,546.71,561.1,"32,44,100"
7/15/2015,560.13,566.5,556.79,560.22,"17,84,600"
7/16/2015,565.12,580.68,565,579.85,"47,68,300"
7/17/2015,649,674.47,645,672.93,"1,11,64,900"
7/20/2015,659.24,668.88,653.01,663.02,"58,60,900"
7/21/2015,655.21,673,654.3,662.3,"33,77,200"
7/22/2015,660.89,678.64,659,662.1,"39,29,300"
7/23/2015,661.27,663.63,641,644.28,"30,29,100"
7/24/2015,647,648.17,622.52,623.56,"36,25,700"
7/27/2015,621,634.3,620.5,627.26,"26,75,400"
7/28/2015,632.83,632.83,623.31,628,"17,27,300"
