Id,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CommunicationSkill,Behaviour
403,30,0,Travel_Rarely,Research & Development,9,2,Medical,41,4,Male,2,Laboratory Technician,3,Single,2206,1,No,13,3,0,10,5,10,0,1,8,1,1
404,39,0,Travel_Frequently,Research & Development,22,3,Medical,1043,4,Female,3,Manufacturing Director,1,Single,10880,1,Yes,13,3,0,21,2,21,6,2,8,4,1
405,42,0,Travel_Rarely,Sales,8,4,Marketing,35,3,Male,3,Sales Executive,2,Married,6825,0,No,11,3,1,10,2,9,7,4,2,1,1
406,31,0,Travel_Rarely,Research & Development,8,5,Life Sciences,1430,1,Female,3,Research Director,2,Single,16422,3,No,11,3,0,9,3,3,2,1,0,2,1
407,36,1,Travel_Rarely,Sales,9,4,Life Sciences,27,3,Male,2,Sales Representative,1,Single,3407,7,No,23,4,0,10,4,5,3,0,3,5,1
408,49,0,Travel_Rarely,Research & Development,7,4,Life Sciences,1484,3,Male,3,Healthcare Representative,2,Divorced,10466,3,No,14,3,2,29,3,8,7,0,7,5,1
409,36,0,Travel_Frequently,Research & Development,4,2,Life Sciences,2025,4,Female,3,Manufacturing Director,2,Divorced,5131,7,No,13,3,3,18,3,4,2,0,2,2,1
410,46,1,Travel_Rarely,Sales,9,3,Marketing,1457,1,Male,3,Sales Executive,4,Divorced,10096,4,No,11,3,1,28,1,7,7,4,3,4,1
411,39,0,Travel_Rarely,Research & Development,19,4,Other,1871,4,Male,3,Research Scientist,4,Divorced,3902,8,No,14,3,3,7,2,2,2,2,2,5,1
412,34,0,Travel_Rarely,Sales,13,4,Medical,1951,4,Male,3,Sales Executive,3,Divorced,8628,1,No,18,3,1,9,2,8,7,1,1,4,1
413,40,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2012,1,Male,3,Laboratory Technician,4,Married,2406,8,No,19,3,2,8,3,1,0,0,0,1,1
414,22,0,Travel_Rarely,Research & Development,1,2,Life Sciences,872,4,Male,2,Manufacturing Director,4,Married,4775,6,No,22,4,2,4,2,2,2,2,2,4,1
415,35,0,Travel_Rarely,Research & Development,1,4,Medical,1172,4,Male,2,Laboratory Technician,3,Married,2258,6,No,12,3,1,10,2,8,0,1,7,4,1
416,32,1,Travel_Rarely,Research & Development,9,3,Medical,190,1,Female,3,Laboratory Technician,1,Single,4200,7,No,22,4,0,10,2,5,4,0,4,4,1
417,20,1,Travel_Rarely,Sales,2,3,Medical,922,3,Female,2,Sales Representative,3,Single,2044,1,No,13,3,0,2,3,2,2,0,2,4,1
418,35,0,Travel_Rarely,Research & Development,16,2,Other,1886,4,Female,2,Manufacturing Director,2,Married,4788,0,Yes,11,3,0,4,2,3,2,0,2,1,1
419,36,0,Travel_Frequently,Sales,7,3,Marketing,1362,1,Female,4,Sales Executive,1,Married,4639,2,No,16,3,1,17,2,15,7,6,13,3,1
420,30,0,Travel_Frequently,Research & Development,1,2,Medical,57,3,Female,3,Laboratory Technician,4,Single,4011,1,No,23,4,0,12,2,12,8,3,7,1,1
421,34,0,Travel_Rarely,Sales,3,1,Medical,1915,4,Female,2,Sales Executive,4,Married,8103,3,Yes,12,3,0,9,3,4,2,0,1,1,1
422,36,0,Travel_Rarely,Research & Development,1,3,Other,823,3,Female,3,Manufacturing Director,2,Married,5228,0,No,15,3,1,10,2,9,7,0,5,3,1
423,46,0,Travel_Rarely,Sales,1,2,Marketing,244,2,Female,3,Sales Executive,1,Divorced,10453,1,No,25,4,3,24,2,24,13,15,7,5,1
424,24,1,Travel_Rarely,Research & Development,17,2,Life Sciences,1219,4,Female,3,Laboratory Technician,2,Married,2210,1,No,13,3,1,1,3,1,0,0,0,2,1
425,44,0,Travel_Rarely,Research & Development,1,3,Medical,2020,2,Male,3,Research Scientist,4,Single,2436,6,Yes,12,3,0,6,2,4,3,1,2,2,1
426,36,0,Travel_Rarely,Human Resources,13,3,Human Resources,829,3,Male,3,Human Resources,2,Married,2143,4,No,13,3,1,8,2,5,2,0,4,3,1
427,29,0,Travel_Rarely,Sales,10,3,Life Sciences,749,3,Male,3,Sales Representative,3,Single,2642,1,No,11,3,0,1,6,1,0,0,0,2,1
428,52,0,Travel_Rarely,Sales,3,4,Marketing,776,3,Male,2,Manager,1,Married,16856,1,No,11,3,0,34,3,34,6,1,16,1,1
429,46,0,Travel_Frequently,Research & Development,1,3,Medical,124,3,Male,2,Healthcare Representative,1,Married,10673,2,Yes,13,3,1,21,5,10,9,9,5,4,1
430,39,0,Travel_Rarely,Research & Development,10,1,Medical,429,3,Male,3,Manager,1,Married,17068,1,Yes,14,3,0,21,3,21,9,11,10,3,1
431,27,0,Travel_Rarely,Research & Development,17,3,Technical Degree,233,3,Male,3,Research Scientist,2,Married,3058,0,Yes,16,3,1,6,3,5,2,1,1,4,1
432,58,0,Travel_Rarely,Sales,21,3,Life Sciences,1938,4,Female,3,Manager,4,Married,17875,4,Yes,13,3,1,29,2,1,0,0,0,2,1
433,33,0,Travel_Frequently,Sales,10,3,Marketing,446,2,Male,2,Sales Executive,4,Single,4682,3,No,14,3,0,9,6,7,7,0,1,5,1
434,35,0,Non-Travel,Research & Development,8,4,Life Sciences,1630,3,Female,3,Healthcare Representative,3,Married,4148,1,No,12,3,1,15,5,14,11,2,9,5,1
435,27,0,Non-Travel,Research & Development,8,5,Life Sciences,1094,1,Male,1,Laboratory Technician,3,Married,4621,1,No,19,3,3,3,4,3,2,1,2,5,1
436,35,0,Travel_Rarely,Sales,7,1,Life Sciences,1492,4,Male,3,Sales Representative,3,Married,2404,1,No,13,3,1,1,3,1,0,0,0,5,1
437,36,0,Travel_Rarely,Research & Development,6,3,Life Sciences,373,4,Male,3,Laboratory Technician,4,Married,3210,0,No,11,3,1,16,4,15,13,10,11,3,1
438,19,1,Travel_Rarely,Human Resources,2,2,Technical Degree,566,1,Male,2,Human Resources,4,Single,2564,1,No,12,3,0,1,3,1,0,0,0,4,1
439,48,0,Travel_Rarely,Research & Development,1,4,Life Sciences,664,4,Female,2,Manager,1,Married,15402,7,No,11,3,1,21,3,3,2,0,2,2,1
440,46,0,Travel_Rarely,Research & Development,15,2,Life Sciences,1217,4,Male,3,Research Director,2,Married,19081,5,No,11,3,1,25,2,4,2,0,3,4,1
441,43,0,Travel_Frequently,Research & Development,1,3,Life Sciences,902,4,Female,3,Healthcare Representative,4,Married,5562,4,No,13,3,1,12,2,5,2,2,2,4,1
442,52,0,Travel_Rarely,Research & Development,6,2,Technical Degree,630,4,Male,3,Research Scientist,1,Divorced,5577,3,Yes,12,3,2,18,3,10,9,6,9,2,1
443,39,0,Travel_Frequently,Research & Development,4,3,Medical,1633,1,Female,3,Manufacturing Director,3,Single,5042,0,No,13,3,0,10,2,9,2,3,8,4,1
444,28,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1799,3,Male,3,Research Scientist,4,Married,2044,1,No,11,3,1,5,6,5,3,0,3,4,1
445,43,0,Travel_Frequently,Research & Development,10,4,Life Sciences,448,3,Female,2,Laboratory Technician,3,Divorced,5257,1,No,11,3,1,9,3,9,7,0,0,4,1
446,49,0,Travel_Frequently,Research & Development,2,1,Life Sciences,1941,2,Male,3,Research Director,4,Married,19161,3,No,15,3,0,28,3,5,4,4,3,3,1
447,52,0,Travel_Rarely,Research & Development,7,4,Life Sciences,1118,2,Male,3,Healthcare Representative,2,Single,10445,7,No,19,3,0,18,4,8,6,4,0,3,1
448,32,0,Travel_Rarely,Sales,8,3,Medical,1304,3,Male,4,Sales Executive,4,Married,6209,1,No,15,3,2,10,4,10,7,0,8,3,1
449,30,0,Travel_Frequently,Research & Development,3,3,Medical,680,3,Female,3,Research Scientist,3,Divorced,2083,1,No,20,4,1,1,2,1,0,0,0,4,1
450,28,0,Travel_Rarely,Research & Development,2,1,Life Sciences,1136,1,Male,2,Research Scientist,2,Married,3201,0,No,17,3,0,6,2,5,3,0,4,2,1
451,30,1,Travel_Frequently,Research & Development,4,3,Technical Degree,514,3,Male,3,Research Scientist,4,Single,2285,9,Yes,23,4,0,3,4,1,0,0,0,2,1
452,42,0,Non-Travel,Research & Development,2,1,Life Sciences,1334,3,Male,3,Manager,3,Married,17861,0,Yes,13,3,0,21,3,20,8,2,10,3,1
453,31,1,Travel_Frequently,Research & Development,20,3,Life Sciences,587,1,Male,3,Healthcare Representative,3,Married,9824,3,No,12,3,0,12,2,1,0,0,0,5,1
454,50,0,Travel_Rarely,Research & Development,11,3,Life Sciences,226,3,Female,3,Manager,2,Single,19926,3,No,15,3,0,21,5,5,4,4,4,4,1
455,25,0,Travel_Rarely,Research & Development,2,1,Other,1992,4,Male,3,Laboratory Technician,3,Divorced,3977,6,Yes,19,3,1,7,2,2,2,0,2,5,1
456,31,0,Travel_Rarely,Sales,7,3,Marketing,438,4,Male,3,Sales Executive,4,Divorced,7547,4,No,12,3,3,13,3,7,7,1,7,4,1
457,48,0,Travel_Rarely,Sales,29,1,Medical,473,1,Female,3,Manager,3,Married,12504,3,No,21,4,1,15,3,0,0,0,0,3,1
458,31,0,Travel_Frequently,Sales,7,4,Marketing,1833,1,Female,3,Sales Executive,1,Married,9637,2,No,14,3,2,9,3,3,2,2,2,1,1
459,29,0,Travel_Rarely,Research & Development,28,4,Life Sciences,1120,3,Female,3,Research Scientist,4,Divorced,2514,4,No,22,4,1,11,1,7,5,1,7,2,1
460,39,0,Travel_Rarely,Sales,6,3,Medical,1588,4,Male,4,Sales Executive,3,Married,8237,2,No,11,3,1,11,3,7,6,7,6,3,1
461,38,0,Travel_Rarely,Research & Development,17,1,Life Sciences,1088,3,Female,2,Healthcare Representative,3,Married,8823,0,No,18,3,1,20,4,19,9,1,9,4,1
462,21,0,Travel_Rarely,Research & Development,15,2,Life Sciences,30,3,Male,3,Research Scientist,4,Single,1232,1,No,14,3,0,0,6,0,0,0,0,2,1
463,24,0,Travel_Rarely,Sales,10,4,Marketing,507,4,Female,3,Sales Executive,3,Divorced,4260,1,Yes,12,3,1,5,2,5,2,0,3,2,1
464,54,0,Travel_Frequently,Research & Development,1,4,Life Sciences,1245,4,Female,3,Manufacturing Director,3,Divorced,10502,7,No,17,3,1,33,2,5,4,1,4,1,1
465,24,1,Travel_Frequently,Research & Development,9,3,Medical,1494,2,Male,3,Laboratory Technician,1,Single,3172,2,Yes,11,3,0,4,2,0,0,0,0,2,1
466,24,0,Non-Travel,Research & Development,4,1,Life Sciences,888,1,Male,2,Laboratory Technician,4,Married,3162,0,No,17,3,0,6,2,5,2,3,4,4,1
467,45,0,Travel_Frequently,Research & Development,25,3,Medical,1306,2,Female,3,Manager,2,Single,18061,3,No,22,4,0,22,4,0,0,0,0,4,1
468,28,0,Travel_Rarely,Research & Development,1,3,Medical,1834,3,Female,3,Research Scientist,1,Married,3591,1,No,25,4,1,3,3,3,2,1,2,5,1
469,34,0,Travel_Frequently,Research & Development,2,1,Life Sciences,256,4,Male,2,Manufacturing Director,3,Married,9547,1,No,17,3,0,10,2,10,9,1,9,1,1
470,41,0,Travel_Rarely,Sales,3,3,Life Sciences,2037,3,Male,2,Sales Executive,2,Divorced,8938,2,No,11,3,1,14,5,5,4,0,4,2,1
471,23,1,Travel_Rarely,Sales,7,3,Life Sciences,1702,3,Male,3,Sales Representative,4,Divorced,2275,1,Yes,21,4,1,3,2,3,2,0,2,4,1
472,43,0,Travel_Rarely,Research & Development,6,3,Medical,1866,1,Female,2,Manager,3,Married,19392,7,No,13,3,0,21,2,16,12,6,14,5,1
473,39,0,Travel_Frequently,Research & Development,8,1,Life Sciences,602,3,Female,3,Laboratory Technician,3,Married,3755,1,No,11,3,1,8,3,8,3,0,7,1,1
474,48,0,Travel_Frequently,Research & Development,4,5,Medical,1644,3,Male,2,Manager,4,Married,15202,2,No,25,4,1,23,3,2,2,2,2,2,1
475,24,0,Travel_Rarely,Research & Development,18,1,Life Sciences,150,2,Male,3,Laboratory Technician,3,Married,2774,0,No,12,3,1,6,2,5,3,1,2,2,1
476,46,0,Travel_Rarely,Research & Development,13,4,Life Sciences,1727,3,Male,3,Healthcare Representative,2,Single,5562,6,No,14,3,0,19,3,10,7,0,9,3,1
477,28,1,Travel_Rarely,Research & Development,24,3,Medical,1604,3,Male,3,Laboratory Technician,2,Married,2408,1,Yes,17,3,3,1,3,1,1,0,0,3,1
478,42,1,Travel_Frequently,Sales,12,3,Life Sciences,1167,3,Male,3,Sales Executive,1,Single,13758,0,Yes,12,3,0,22,2,21,9,13,14,3,1
479,52,0,Travel_Rarely,Research & Development,1,4,Life Sciences,259,3,Male,2,Manager,3,Married,19999,0,No,14,3,1,34,5,33,18,11,9,3,1
480,46,0,Travel_Rarely,Research & Development,7,2,Medical,1007,4,Male,3,Manufacturing Director,3,Divorced,10845,6,No,13,3,1,13,3,8,7,0,7,5,1
481,33,0,Travel_Rarely,Human Resources,2,3,Human Resources,1207,2,Male,3,Human Resources,3,Married,3600,1,No,13,3,1,5,2,5,4,1,4,3,1
482,38,0,Travel_Rarely,Sales,3,4,Life Sciences,1036,2,Male,3,Sales Executive,4,Single,6861,8,Yes,12,3,0,19,1,1,0,0,0,1,1
483,26,1,Travel_Rarely,Research & Development,21,3,Medical,1107,1,Male,3,Laboratory Technician,3,Divorced,2377,1,No,20,4,1,1,0,1,1,0,0,5,1
484,42,0,Travel_Frequently,Research & Development,29,2,Life Sciences,547,1,Female,3,Research Scientist,3,Divorced,4556,2,No,11,3,1,19,3,5,4,0,2,5,1
485,58,0,Travel_Rarely,Sales,10,4,Medical,131,4,Male,3,Sales Executive,3,Single,13872,0,No,13,3,0,38,1,37,10,1,8,3,1
486,39,0,Travel_Rarely,Sales,4,4,Life Sciences,182,4,Female,2,Sales Executive,3,Married,5902,4,No,14,3,1,17,1,15,11,5,9,4,1
487,27,0,Travel_Frequently,Sales,8,1,Marketing,800,3,Male,3,Sales Executive,4,Married,4342,0,No,19,3,1,5,3,4,2,1,1,5,1
488,28,0,Travel_Rarely,Sales,26,3,Life Sciences,1387,3,Male,2,Sales Executive,1,Married,4724,1,No,11,3,1,5,0,5,3,0,4,4,1
489,38,0,Travel_Frequently,Research & Development,6,4,Life Sciences,1997,1,Male,2,Manufacturing Director,3,Married,5321,2,No,11,3,1,10,1,8,3,7,7,1,1
490,39,0,Travel_Rarely,Research & Development,9,2,Medical,1936,1,Male,3,Manufacturing Director,1,Married,5151,1,No,25,4,1,10,3,10,0,7,9,3,1
491,38,0,Non-Travel,Research & Development,6,3,Medical,107,2,Female,1,Research Scientist,4,Divorced,5329,7,Yes,12,3,3,17,3,13,11,1,9,1,1
492,37,0,Travel_Rarely,Research & Development,21,3,Life Sciences,267,2,Male,4,Research Scientist,1,Married,3564,1,Yes,12,3,1,8,3,8,7,1,7,4,1
493,35,0,Non-Travel,Research & Development,11,2,Medical,70,3,Male,2,Healthcare Representative,1,Married,9884,2,Yes,13,3,1,10,3,4,0,2,3,3,1
494,29,0,Travel_Rarely,Research & Development,13,2,Other,2053,4,Male,2,Laboratory Technician,2,Married,4025,4,Yes,13,3,1,10,2,4,3,0,3,3,1
495,58,0,Travel_Rarely,Research & Development,23,4,Life Sciences,1308,1,Male,3,Research Scientist,3,Divorced,2372,1,No,12,3,2,2,3,2,2,2,2,5,1
496,26,1,Travel_Frequently,Research & Development,5,2,Medical,848,3,Female,2,Research Scientist,3,Married,2366,1,Yes,14,3,1,8,2,8,7,1,7,3,1
497,43,0,Travel_Rarely,Sales,4,4,Marketing,1293,4,Female,2,Sales Executive,4,Single,10231,3,No,14,3,0,23,3,21,7,15,17,2,1
498,39,1,Travel_Rarely,Sales,3,2,Medical,445,4,Female,3,Sales Executive,3,Married,5238,4,Yes,18,3,0,12,3,1,0,0,0,5,1
499,25,0,Travel_Rarely,Sales,28,3,Life Sciences,183,1,Male,2,Sales Executive,3,Married,8639,2,No,18,3,0,6,3,2,2,2,2,1,1
500,29,0,Travel_Rarely,Research & Development,3,4,Medical,564,2,Male,2,Research Director,3,Married,11935,1,No,18,3,0,10,2,10,2,0,7,1,1
501,26,1,Travel_Frequently,Human Resources,17,4,Life Sciences,608,2,Female,3,Human Resources,3,Divorced,2741,0,Yes,11,3,1,8,2,7,7,1,0,5,1
502,31,0,Travel_Frequently,Sales,20,3,Life Sciences,1135,3,Male,4,Sales Representative,4,Married,2791,0,No,12,3,1,3,4,2,2,2,2,5,1
503,31,1,Travel_Frequently,Sales,1,4,Life Sciences,1427,2,Female,1,Sales Representative,3,Single,1359,1,No,12,3,0,1,3,1,0,0,0,5,1
504,39,0,Travel_Rarely,Research & Development,10,1,Medical,1800,3,Male,3,Research Director,3,Single,13464,7,No,21,4,0,9,3,4,3,2,2,3,1
505,19,0,Travel_Rarely,Research & Development,25,3,Life Sciences,1269,2,Female,4,Research Scientist,4,Single,2994,1,Yes,12,3,0,1,2,1,0,0,1,5,1
506,25,0,Travel_Rarely,Sales,13,1,Medical,645,2,Male,3,Sales Representative,3,Married,2096,1,No,11,3,0,7,1,7,4,0,6,3,1
507,30,0,Travel_Rarely,Sales,7,1,Marketing,585,4,Male,3,Sales Representative,2,Single,2983,0,No,14,3,0,4,3,3,2,1,2,4,1
508,29,1,Travel_Rarely,Research & Development,1,2,Life Sciences,816,2,Female,2,Laboratory Technician,1,Married,2319,1,Yes,11,3,1,1,1,1,0,0,0,2,1
509,41,0,Travel_Rarely,Research & Development,12,4,Life Sciences,1158,2,Male,3,Laboratory Technician,4,Married,4766,3,Yes,11,3,1,6,4,1,0,0,0,5,1
510,57,0,Travel_Rarely,Research & Development,1,4,Medical,482,4,Male,3,Healthcare Representative,3,Married,6755,2,No,11,3,0,15,2,3,2,1,2,4,1
511,41,0,Travel_Rarely,Sales,2,5,Life Sciences,625,2,Female,3,Manager,1,Married,16595,7,No,16,3,1,22,2,18,16,11,8,3,1
512,40,0,Travel_Rarely,Research & Development,15,3,Life Sciences,1628,1,Female,2,Manufacturing Director,3,Married,10435,1,No,13,3,2,18,2,18,15,14,12,5,1
513,56,1,Travel_Rarely,Research & Development,14,4,Life Sciences,161,2,Female,3,Research Scientist,2,Married,4963,9,Yes,18,3,3,7,2,5,4,4,3,5,1
514,30,0,Travel_Rarely,Research & Development,28,2,Medical,441,4,Female,3,Research Scientist,4,Married,5775,1,No,13,3,2,11,2,10,8,1,9,2,1
515,30,0,Travel_Rarely,Human Resources,9,3,Human Resources,184,3,Male,3,Human Resources,4,Married,6347,0,Yes,19,3,0,12,2,11,9,4,7,1,1
516,30,0,Travel_Rarely,Research & Development,7,4,Life Sciences,1224,3,Male,3,Laboratory Technician,3,Divorced,3491,1,No,13,3,3,10,4,10,7,8,9,3,1
517,24,0,Non-Travel,Sales,13,2,Life Sciences,1495,4,Female,3,Sales Representative,2,Married,2033,1,No,13,3,1,1,2,1,0,0,0,2,1
518,40,0,Travel_Rarely,Research & Development,2,3,Medical,1474,3,Male,3,Research Scientist,3,Divorced,2345,2,No,14,3,1,8,3,3,1,1,2,4,1
519,45,0,Travel_Rarely,Research & Development,7,3,Life Sciences,86,2,Male,3,Research Scientist,1,Divorced,9724,2,No,17,3,1,25,2,1,0,0,0,3,1
520,34,0,Travel_Frequently,Research & Development,3,1,Life Sciences,1103,1,Male,3,Healthcare Representative,4,Single,7756,0,No,17,3,0,7,1,6,2,0,4,2,1
521,28,0,Travel_Frequently,Sales,7,3,Life Sciences,1507,3,Male,3,Sales Executive,1,Single,4898,0,No,14,3,0,5,5,4,2,1,3,3,1
522,33,1,Travel_Rarely,Sales,9,4,Marketing,1157,1,Female,3,Sales Executive,1,Single,8224,0,Yes,17,3,0,6,3,5,2,0,3,2,1
523,49,0,Travel_Rarely,Research & Development,8,2,Other,944,1,Female,3,Laboratory Technician,2,Married,7403,4,No,11,3,1,29,3,26,9,1,7,1,1
524,27,0,Travel_Rarely,Research & Development,14,3,Life Sciences,1244,1,Male,3,Research Scientist,1,Married,2235,1,Yes,14,3,2,9,3,9,7,6,8,3,1
525,31,1,Travel_Rarely,Research & Development,22,4,Medical,1389,4,Male,3,Manufacturing Director,3,Married,6179,1,Yes,15,3,2,10,3,10,2,6,7,3,1
526,21,0,Non-Travel,Sales,9,2,Medical,484,1,Male,3,Sales Representative,4,Single,2610,1,No,24,4,0,3,3,3,2,2,2,4,1
527,36,0,Travel_Frequently,Sales,11,2,Technical Degree,154,2,Female,3,Sales Executive,4,Married,9738,0,No,14,3,1,10,6,9,7,2,8,1,1
528,42,0,Travel_Rarely,Research & Development,6,3,Medical,1911,3,Male,3,Research Director,1,Married,13348,9,No,13,3,1,18,3,13,7,5,7,2,1
529,40,0,Travel_Rarely,Sales,7,4,Medical,1740,2,Male,3,Manager,2,Single,19833,1,No,14,3,0,21,3,21,8,12,8,2,1
530,30,0,Travel_Rarely,Sales,15,2,Marketing,1754,3,Male,2,Sales Executive,1,Divorced,7140,2,No,11,3,1,12,2,7,7,1,7,4,1
531,33,1,Travel_Rarely,Research & Development,15,1,Medical,582,2,Male,3,Manager,3,Married,13610,7,Yes,12,3,0,15,2,7,6,7,7,3,1
532,35,0,Travel_Frequently,Research & Development,2,4,Medical,1704,1,Male,2,Research Scientist,4,Single,4930,0,Yes,14,3,0,6,2,5,4,1,4,4,1
533,26,0,Travel_Rarely,Research & Development,2,1,Medical,1407,1,Male,2,Research Scientist,4,Single,3904,0,No,12,3,0,5,2,4,3,1,1,2,1
534,40,0,Travel_Rarely,Sales,9,2,Medical,1548,1,Male,3,Sales Executive,1,Married,5473,0,No,12,3,0,9,5,8,4,7,1,3,1
535,35,0,Travel_Rarely,Sales,7,4,Life Sciences,1962,3,Female,3,Sales Executive,4,Married,5204,1,Yes,11,3,0,10,2,10,8,0,9,5,1
536,45,0,Travel_Rarely,Research & Development,29,3,Medical,192,3,Male,3,Research Scientist,4,Single,3452,5,No,13,3,0,9,2,6,5,0,3,2,1
537,31,0,Travel_Frequently,Sales,2,4,Other,1613,4,Male,3,Sales Executive,1,Single,5332,7,No,13,3,0,10,3,5,2,0,3,4,1
538,30,0,Travel_Rarely,Sales,29,4,Life Sciences,1211,3,Male,3,Sales Executive,1,Divorced,4115,8,No,19,3,3,8,3,4,3,0,3,2,1
539,27,0,Travel_Rarely,Research & Development,2,4,Technical Degree,1931,2,Male,3,Research Scientist,2,Married,2226,1,No,11,3,1,6,3,5,3,1,2,5,1
540,28,0,Travel_Rarely,Research & Development,19,4,Medical,1216,4,Male,2,Laboratory Technician,1,Married,3196,1,No,12,3,3,6,2,6,5,3,3,2,1
541,50,0,Travel_Rarely,Sales,8,4,Marketing,738,4,Male,3,Sales Representative,2,Married,3875,7,No,15,3,1,4,2,2,2,2,2,4,1
542,40,0,Travel_Rarely,Research & Development,6,3,Life Sciences,601,2,Female,3,Manufacturing Director,3,Single,13237,7,No,15,3,0,22,3,20,6,5,13,1,1
543,38,0,Travel_Rarely,Sales,1,4,Life Sciences,230,1,Female,2,Sales Executive,4,Single,8686,4,No,22,4,0,12,2,8,3,0,7,5,1
544,45,0,Non-Travel,Sales,2,4,Life Sciences,1845,3,Female,3,Sales Executive,3,Married,5154,4,No,22,4,2,10,3,8,7,5,7,4,1
545,51,0,Travel_Rarely,Research & Development,3,3,Medical,258,4,Female,3,Healthcare Representative,2,Single,13734,3,No,18,3,0,21,6,7,7,1,0,2,1
546,31,1,Non-Travel,Research & Development,9,2,Medical,991,3,Male,2,Research Scientist,1,Single,2321,0,Yes,22,4,0,4,0,3,2,1,2,5,1
547,31,0,Travel_Rarely,Research & Development,24,3,Medical,1252,3,Female,2,Healthcare Representative,1,Single,6812,1,No,19,3,0,10,2,10,9,1,8,5,1
548,42,0,Travel_Rarely,Research & Development,9,2,Other,1595,4,Male,2,Manager,4,Single,19613,8,No,22,4,0,24,2,1,0,0,1,4,1
549,19,0,Travel_Rarely,Research & Development,9,2,Life Sciences,1193,3,Male,3,Research Scientist,1,Single,2552,1,No,25,4,0,1,4,1,1,0,0,3,1
550,30,1,Travel_Rarely,Sales,9,3,Medical,1876,2,Male,3,Sales Representative,4,Single,1081,1,No,13,3,0,1,3,1,0,0,0,2,1
551,34,0,Travel_Rarely,Research & Development,6,4,Life Sciences,151,3,Female,2,Research Scientist,2,Divorced,4505,6,No,15,3,1,12,3,1,0,0,0,2,1
552,36,0,Travel_Rarely,Research & Development,2,3,Life Sciences,501,4,Female,3,Research Scientist,3,Married,2543,4,No,13,3,1,6,3,2,2,2,2,3,1
553,26,0,Travel_Rarely,Research & Development,6,3,Life Sciences,686,3,Female,3,Laboratory Technician,4,Married,2659,1,Yes,13,3,1,3,2,3,2,0,2,4,1
554,32,1,Travel_Rarely,Sales,4,4,Medical,291,4,Male,1,Sales Executive,4,Married,10400,1,No,11,3,0,14,2,14,8,9,8,2,1
555,23,0,Travel_Rarely,Research & Development,12,2,Other,1982,4,Male,3,Laboratory Technician,4,Single,2647,1,No,13,3,0,5,6,5,2,1,4,4,1
556,29,1,Travel_Rarely,Research & Development,1,4,Medical,2027,1,Male,3,Research Scientist,4,Married,4787,9,Yes,14,3,3,4,3,2,2,2,2,2,1
557,26,0,Travel_Rarely,Research & Development,2,2,Medical,1018,4,Male,4,Manufacturing Director,4,Married,5472,1,No,12,3,0,8,2,8,7,1,3,3,1
558,40,0,Travel_Frequently,Sales,2,4,Medical,1212,2,Male,3,Sales Executive,2,Married,4327,5,No,12,3,3,5,2,0,0,0,0,3,1
559,29,0,Travel_Frequently,Sales,2,2,Life Sciences,388,2,Male,3,Sales Executive,4,Single,4554,1,No,18,3,0,10,3,10,7,0,9,1,1
560,32,1,Travel_Frequently,Research & Development,16,1,Life Sciences,33,2,Female,1,Research Scientist,1,Single,3919,1,Yes,22,4,0,10,5,10,2,6,7,1,1
561,45,0,Travel_Frequently,Research & Development,1,4,Medical,1922,2,Male,3,Healthcare Representative,3,Single,5399,4,No,12,3,0,12,3,4,2,0,3,5,1
562,20,1,Travel_Rarely,Research & Development,4,3,Technical Degree,960,1,Male,3,Laboratory Technician,1,Single,2973,1,No,19,3,0,1,2,1,0,0,0,4,1
563,21,0,Travel_Rarely,Research & Development,3,2,Medical,379,4,Male,2,Research Scientist,3,Single,3230,1,No,17,3,0,3,4,3,2,1,0,4,1
564,30,0,Travel_Rarely,Research & Development,5,3,Technical Degree,197,4,Female,3,Research Scientist,1,Divorced,3204,5,No,14,3,1,8,3,3,2,2,2,4,1
565,32,0,Travel_Frequently,Research & Development,24,4,Life Sciences,772,1,Male,3,Laboratory Technician,4,Married,5309,1,No,15,3,2,10,2,10,8,4,7,4,1
566,43,0,Travel_Frequently,Research & Development,28,3,Medical,171,2,Female,4,Research Scientist,3,Single,4739,4,No,12,3,0,18,2,3,2,1,2,1,1
567,30,0,Non-Travel,Research & Development,9,3,Medical,239,3,Male,3,Laboratory Technician,1,Divorced,3072,1,No,11,3,2,12,4,12,9,6,10,2,1
568,36,0,Travel_Rarely,Research & Development,1,3,Technical Degree,1237,3,Female,1,Manufacturing Director,1,Divorced,10252,2,Yes,21,4,1,17,2,7,7,7,7,5,1
569,26,0,Travel_Rarely,Research & Development,4,2,Life Sciences,1275,3,Male,3,Research Scientist,4,Single,2875,1,Yes,20,4,0,8,2,8,5,2,2,1,1
570,30,0,Travel_Rarely,Research & Development,2,3,Life Sciences,117,3,Male,2,Healthcare Representative,4,Married,4152,1,No,19,3,3,11,3,11,10,10,8,1,1
571,47,0,Travel_Frequently,Sales,4,1,Medical,467,2,Male,3,Sales Representative,3,Single,2976,3,No,19,3,0,5,3,0,0,0,0,4,1
